winner,pokemon1_p1,pokemon2_p1,pokemon3_p1,pokemon4_p1,pokemon5_p1,pokemon6_p1,pokemon1_p2,pokemon2_p2,pokemon3_p2,pokemon4_p2,pokemon5_p2,pokemon6_p2
2,Snorlax,Sinistcha,Kommo,Landorus,Iron Hands,Clefairy,Tornadus,Chi,Flutter Mane,Iron Hands,Landorus,Urshifu
1,Thundurus,Enamorus,Iron Hands,Iron Bundle,Arcanine,Sinistcha,Ogerpon,Iron Hands,Kingambit,Chi,Flutter Mane,Gholdengo
1,Ogerpon,Iron Hands,Amoonguss,Heatran,Arcanine,Tornadus,Ninetales,Dondozo,Tatsugiri,Munkidori,Chi,Gholdengo
1,Kingambit,Sneasler,Flutter Mane,Sinistcha,Dragonite,Chien,Armarouge,Indeedee,Torkoal,Ursaluna,Urshifu,Lilligant
2,Tornadus,Iron Hands,Heatran,Annihilape,Ogerpon,Roaring Moon,Garchomp,Talonflame,Ogerpon,Iron Hands,Urshifu,Flutter Mane
2,Moltres,Ninetales,Baxcalibur,Heatran,Landorus,Iron Hands,Sableye,Landorus,Bronzong,Ogerpon,Glastrier,Ninetales
1,Ogerpon,Chien,Urshifu,Heatran,Ninetales,Landorus,Milotic,Arcanine,Rillaboom,Zapdos,Urshifu,Glimmora
2,Regidrago,Indeedee,Lilligant,Torkoal,Armarouge,Ursaluna,Ogerpon,Urshifu,Tornadus,Landorus,Flutter Mane,Kingambit
1,Rillaboom,Dondozo,Bronzong,Ogerpon,Kingambit,Tatsugiri,Ogerpon,Iron Bundle,Landorus,Gholdengo,Regidrago,Maushold
1,Dondozo,Tatsugiri,Glimmora,Arcanine,Ting,Rillaboom,Heatran,Landorus,Milotic,Sinistcha,Iron Hands,Roaring Moon
1,Ogerpon,Gothitelle,Scream Tail,Iron Hands,Politoed,Landorus,Roaring Moon,Ogerpon,Landorus,Iron Hands,Chi,Flutter Mane
1,Roaring Moon,Ogerpon,Landorus,Iron Hands,Chi,Flutter Mane,Landorus,Flutter Mane,Ogerpon,Iron Hands,Iron Bundle,Sinistcha
2,Landorus,Tornadus,Iron Hands,Ogerpon,Flutter Mane,Chi,Tornadus,Chi,Flutter Mane,Landorus,Regieleki,Clefairy
1,Heatran,Gothitelle,Urshifu,Iron Hands,Amoonguss,Landorus,Armarouge,Indeedee,Torkoal,Ursaluna,Flutter Mane,Bruxish
1,Kingambit,Iron Hands,Flutter Mane,Amoonguss,Arcanine,Ogerpon,Tornadus,Flutter Mane,Chien,Rillaboom,Arcanine,Urshifu
1,Landorus,Okidogi,Cresselia,Iron Hands,Ninetales,Sinistcha,Milotic,Iron Hands,Flutter Mane,Amoonguss,Roaring Moon,Heatran
2,Weezing,Roaring Moon,Flutter Mane,Iron Hands,Ogerpon,Arcanine,Urshifu,Farigiraf,Flutter Mane,Chi,Empoleon,Meowscarada
2,Regidrago,Tornadus,Urshifu,Chi,Amoonguss,Gardevoir,Iron Hands,Rillaboom,Grimmsnarl,Hatterene,Farigiraf,Heatran
2,Tornadus,Urshifu,Iron Hands,Farigiraf,Chien,Rowlet,Spinarak,Tatsugiri,Corviknight,Arcanine,Farigiraf,Gholdengo
2,Talonflame,Flutter Mane,Iron Hands,Landorus,Gastrodon,Chi,Ogerpon,Clefairy,Ursaluna,Urshifu,Farigiraf,Rillaboom
2,Urshifu,Iron Hands,Gholdengo,Tornadus,Arcanine,Ogerpon,Ninetales,Umbreon,Salamence,Dondozo,Glimmora,Tatsugiri
1,Ninetales,Landorus,Iron Hands,Sinistcha,Heatran,Ogerpon,Baxcalibur,Heatran,Landorus,Ninetales,Ogerpon,Iron Hands
2,Grumpig,Dusknoir,Ursaluna,Cresselia,Iron Hands,Gyarados,Landorus,Iron Hands,Cresselia,Ursaluna,Torkoal,Lilligant
2,Kommo,Tyranitar,Rillaboom,Flutter Mane,Arcanine,Iron Bundle,Thundurus,Mudsdale,Ninetales,Sandslash,Arcanine,Cresselia
1,Cresselia,Ursaluna,Amoonguss,Heatran,Landorus,Tornadus,Ursaluna,Dusclops,Flutter Mane,Landorus,Heatran,Iron Hands
2,Ogerpon,Heatran,Landorus,Flutter Mane,Grimmsnarl,Urshifu,Ogerpon,Landorus,Chien,Empoleon,Dusclops,Torkoal
2,Rillaboom,Farigiraf,Flutter Mane,Tornadus,Landorus,Ogerpon,Thundurus,Mudsdale,Ninetales,Sandslash,Arcanine,Cresselia
1,Rillaboom,Landorus,Heatran,Flutter Mane,Urshifu,Tornadus,Tornadus,Ogerpon,Landorus,Rillaboom,Urshifu,Flutter Mane
2,Dragonite,Chien,Scizor,Talonflame,Thundurus,Urshifu,Iron Hands,Kleavor,Milotic,Arboliva,Illumise,Meowscarada
2,Snorlax,Sinistcha,Landorus,Iron Hands,Clefairy,Kommo,Thundurus,Mudsdale,Ninetales,Sandslash,Arcanine,Cresselia
2,Gengar,Indeedee,Chi,Urshifu,Iron Bundle,Tornadus,Iron Hands,Kleavor,Milotic,Arboliva,Illumise,Meowscarada
2,Ogerpon,Maushold,Murkrow,Flutter Mane,Ting,Urshifu,Gholdengo,Ogerpon,Volcarona,Grimmsnarl,Baxcalibur,Landorus
2,Regidrago,Tornadus,Maushold,Gholdengo,Amoonguss,Chi,Gholdengo,Iron Hands,Amoonguss,Iron Bundle,Pelipper,Salamence
2,Slaking,Weezing,Dusclops,Slowking,Meowscarada,Dragonite,Ninetales,Baxcalibur,Garganacl,Grimmsnarl,Gholdengo,Arcanine
2,Slaking,Weezing,Dusclops,Slowking,Meowscarada,Dragonite,Ninetales,Baxcalibur,Garganacl,Grimmsnarl,Gholdengo,Arcanine
1,Slaking,Weezing,Dusclops,Slowking,Meowscarada,Dragonite,Ninetales,Baxcalibur,Garganacl,Grimmsnarl,Gholdengo,Arcanine
1,Chien,Flutter Mane,Tornadus,Ogerpon,Rillaboom,Urshifu,Urshifu,Flutter Mane,Chien,Tornadus,Arcanine,Rillaboom
2,Maushold,Sableye,Sylveon,Annihilape,Armarouge,Sinistcha,Okidogi,Clefairy,Tornadus,Ursaluna,Ninetales,Ogerpon
1,Ogerpon,Landorus,Chien,Empoleon,Dusclops,Torkoal,Dondozo,Rillaboom,Ogerpon,Tornadus,Regieleki,Tatsugiri
2,Tornadus,Arcanine,Iron Hands,Urshifu,Sinistcha,Chien,Heatran,Sinistcha,Landorus,Iron Hands,Gholdengo,Urshifu
2,Iron Bundle,Flutter Mane,Maushold,Hydreigon,Gholdengo,Gothitelle,Ogerpon,Arcanine,Tornadus,Gholdengo,Iron Hands,Scream Tail
1,Ogerpon,Landorus,Chien,Empoleon,Dusclops,Torkoal,Scizor,Grimmsnarl,Chandelure,Vivillon,Rillaboom,Urshifu
2,Torterra,Gastrodon,Dragapult,Gholdengo,Murkrow,Meowscarada,Heatran,Sinistcha,Landorus,Iron Hands,Gholdengo,Urshifu
1,Ogerpon,Arcanine,Tornadus,Gholdengo,Iron Hands,Scream Tail,Farigiraf,Landorus,Flutter Mane,Scream Tail,Ogerpon,Chi
1,Farigiraf,Typhlosion,Lilligant,Tatsugiri,Torkoal,Clodsire,Regieleki,Salamence,Pelipper,Amoonguss,Urshifu,Flutter Mane
2,Farigiraf,Landorus,Flutter Mane,Scream Tail,Ogerpon,Chi,Ogerpon,Landorus,Chien,Empoleon,Dusclops,Torkoal
2,Spectrier,Tyranitar,Rillaboom,Talonflame,Gastrodon,Landorus,Flutter Mane,Chi,Ogerpon,Roaring Moon,Clefairy,Urshifu
2,Sableye,Flapple,Regieleki,Iron Valiant,Milotic,Landorus,Arcanine,Chien,Dragonite,Rillaboom,Flutter Mane,Ogerpon
2,Iron Hands,Urshifu,Chien,Tornadus,Flutter Mane,Arcanine,Armarouge,Indeedee,Annihilape,Torkoal,Ursaluna,Slowpoke
1,Noivern,Ogerpon,Tinkaton,Slowking,Crabominable,Rotom,Meowscarada,Iron Hands,Salamence,Milotic,Illumise,Delphox
2,Arcanine,Farigiraf,Iron Hands,Urshifu,Tornadus,Ogerpon,Ninetales,Baxcalibur,Iron Hands,Heatran,Sinistcha,Landorus
1,Grimmsnarl,Sneasler,Wyrdeer,Milotic,Flutter Mane,Rillaboom,Arcanine,Tyranitar,Houndstone,Rillaboom,Goodra,Ninetales
1,Thundurus,Enamorus,Amoonguss,Iron Hands,Gyarados,Heatran,Talonflame,Volcarona,Dragonite,Regieleki,Urshifu,Flutter Mane
2,Noivern,Ogerpon,Tinkaton,Slowking,Crabominable,Rotom,Meowscarada,Iron Hands,Salamence,Milotic,Illumise,Delphox
1,Mudsdale,Maushold,Sinistcha,Iron Hands,Ting,Hatterene,Empoleon,Oranguru,Iron Hands,Ninetales,Rillaboom,Ceruledge
1,Rillaboom,Ogerpon,Landorus,Farigiraf,Ursaluna,Clefairy,Dusclops,Annihilape,Grimmsnarl,Ursaluna,Iron Hands,Cresselia
1,Rillaboom,Ogerpon,Landorus,Farigiraf,Ursaluna,Clefairy,Dusclops,Annihilape,Grimmsnarl,Ursaluna,Iron Hands,Cresselia
1,Mudsdale,Maushold,Sinistcha,Iron Hands,Ting,Hatterene,Spectrier,Arcanine,Kingambit,Amoonguss,Tornadus,Basculegion
1,Noivern,Ogerpon,Tinkaton,Slowking,Crabominable,Rotom,Meowscarada,Iron Hands,Salamence,Milotic,Illumise,Delphox
2,Delphox,Torkoal,Thundurus,Leafeon,Klefki,Gyarados,Grimmsnarl,Sneasler,Wyrdeer,Milotic,Flutter Mane,Rillaboom
2,Cresselia,Ursaluna,Iron Hands,Ogerpon,Arcanine,Flutter Mane,Kommo,Tyranitar,Rillaboom,Flutter Mane,Arcanine,Iron Bundle
2,Ninetales,Frosmoth,Urshifu,Iron Hands,Sinistcha,Gyarados,Rillaboom,Heatran,Iron Hands,Ogerpon,Landorus,Iron Bundle
1,Mudsdale,Maushold,Sinistcha,Iron Hands,Ting,Hatterene,Salamence,Iron Hands,Clefairy,Meowscarada,Zapdos,Grimmsnarl
2,Farigiraf,Urshifu,Heatran,Dragonite,Chien,Amoonguss,Flutter Mane,Chi,Ogerpon,Roaring Moon,Clefairy,Gholdengo
2,Dusclops,Annihilape,Grimmsnarl,Ursaluna,Iron Hands,Cresselia,Landorus,Amoonguss,Flutter Mane,Iron Hands,Heatran,Chien
2,Scream Tail,Gothitelle,Altaria,Grimmsnarl,Chi,Flutter Mane,Weezing,Roaring Moon,Gholdengo,Gyarados,Toedscruel,Arcanine
1,Kingambit,Urshifu,Munkidori,Tornadus,Gholdengo,Amoonguss,Cresselia,Iron Hands,Ursaluna,Urshifu,Ninetales,Torkoal
2,Rillaboom,Heatran,Iron Hands,Ogerpon,Landorus,Iron Bundle,Ninetales,Baxcalibur,Iron Hands,Heatran,Landorus,Kommo
2,Dusclops,Annihilape,Grimmsnarl,Ursaluna,Iron Hands,Cresselia,Landorus,Amoonguss,Flutter Mane,Iron Hands,Heatran,Chien
2,Landorus,Iron Hands,Ogerpon,Gholdengo,Sinistcha,Tornadus,Flutter Mane,Iron Hands,Ogerpon,Landorus,Milotic,Amoonguss
1,Tornadus,Chi,Flutter Mane,Landorus,Regieleki,Clefairy,Urshifu,Gholdengo,Tornadus,Regidrago,Flutter Mane,Chi
2,Goodra,Urshifu,Tornadus,Flutter Mane,Ogerpon,Landorus,Regidrago,Gholdengo,Rillaboom,Tornadus,Urshifu,Mimikyu
2,Flutter Mane,Chien,Iron Hands,Ogerpon,Landorus,Heatran,Dusclops,Amoonguss,Iron Hands,Landorus,Chi,Ursaluna
2,Tornadus,Ogerpon,Chien,Urshifu,Flutter Mane,Iron Hands,Tornadus,Sinistcha,Basculegion,Iron Hands,Arcanine,Ninetales
1,Spinarak,Tatsugiri,Corviknight,Gallade,Arcanine,Farigiraf,Ogerpon,Flutter Mane,Tornadus,Chien,Iron Hands,Landorus
2,Mimikyu,Ursaluna,Zapdos,Amoonguss,Ogerpon,Chien,Tornadus,Arcanine,Iron Hands,Gholdengo,Urshifu,Ogerpon
2,Chien,Dragonite,Landorus,Iron Hands,Flutter Mane,Chi,Ninetales,Gholdengo,Weezing,Iron Bundle,Urshifu,Rillaboom
1,Empoleon,Zoroark,Grimmsnarl,Roaring Moon,Ursaluna,Tauros,Landorus,Flutter Mane,Chi,Iron Hands,Ogerpon,Farigiraf
2,Politoed,Gothitelle,Iron Hands,Overqwil,Weezing,Zapdos,Chien,Arcanine,Urshifu,Tornadus,Kingambit,Flutter Mane
1,Armarouge,Indeedee,Torkoal,Lilligant,Kingambit,Ursaluna,Ogerpon,Arcanine,Iron Hands,Zapdos,Gholdengo,Urshifu
1,Ogerpon,Politoed,Basculegion,Landorus,Iron Hands,Flutter Mane,Kingambit,Ogerpon,Landorus,Urshifu,Flutter Mane,Iron Bundle
2,Iron Hands,Okidogi,Tornadus,Gyarados,Typhlosion,Ogerpon,Dusclops,Ursaluna,Vivillon,Sylveon,Heatran,Indeedee
1,Farigiraf,Urshifu,Ogerpon,Rillaboom,Kingambit,Landorus,Chi,Farigiraf,Iron Bundle,Landorus,Okidogi,Rillaboom
2,Roaring Moon,Flutter Mane,Ogerpon,Landorus,Weezing,Iron Hands,Rillaboom,Ogerpon,Torkoal,Flutter Mane,Kommo,Thundurus
2,Moltres,Grimmsnarl,Sinistcha,Landorus,Arcanine,Goodra,Dondozo,Ting,Hydreigon,Iron Hands,Ogerpon,Sinistcha
1,Chi,Flutter Mane,Indeedee,Sneasler,Urshifu,Tornadus,Mimikyu,Pelipper,Rillaboom,Gholdengo,Urshifu,Roaring Moon
1,Ninetales,Iron Bundle,Urshifu,Ogerpon,Ursaluna,Cresselia,Thundurus,Politoed,Tornadus,Rillaboom,Ogerpon,Gholdengo
2,Urshifu,Arcanine,Tornadus,Ogerpon,Flutter Mane,Grimmsnarl,Annihilape,Maushold,Flutter Mane,Chi,Thundurus,Urshifu
1,Politoed,Gothitelle,Zapdos,Gholdengo,Ludicolo,Grimmsnarl,Tornadus,Chi,Regidrago,Dragonite,Chien,Rillaboom
2,Roaring Moon,Landorus,Ogerpon,Milotic,Iron Hands,Flutter Mane,Armarouge,Ursaluna,Indeedee,Torkoal,Iron Bundle,Chi
2,Farigiraf,Enamorus,Iron Hands,Flutter Mane,Kingambit,Amoonguss,Armarouge,Indeedee,Hatterene,Ursaluna,Lilligant,Torkoal
1,Armarouge,Indeedee,Ursaluna,Iron Hands,Amoonguss,Roaring Moon,Ninetales,Iron Bundle,Dondozo,Tatsugiri,Ting,Glimmora
1,Armarouge,Indeedee,Lilligant,Torkoal,Ursaluna,Dusclops,Ursaluna,Dusclops,Ogerpon,Chi,Farigiraf,Goodra
1,Moltres,Armarouge,Iron Hands,Indeedee,Chien,Basculegion,Urshifu,Baxcalibur,Ogerpon,Thundurus,Rillaboom,Ninetales
1,Cresselia,Grimmsnarl,Corviknight,Rillaboom,Arcanine,Ursaluna,Armarouge,Indeedee,Ursaluna,Urshifu,Chien,Ogerpon
2,Dondozo,Tatsugiri,Glimmora,Dragonite,Chien,Flutter Mane,Glimmora,Ting,Goodra,Ogerpon,Thundurus,Cresselia
1,Indeedee,Armarouge,Torkoal,Kingambit,Enamorus,Lilligant,Farigiraf,Urshifu,Dragonite,Chien,Heatran,Rillaboom
1,Urshifu,Flutter Mane,Ogerpon,Rillaboom,Dondozo,Tatsugiri,Rillaboom,Empoleon,Arcanine,Chien,Cresselia,Ursaluna
2,Ogerpon,Iron Hands,Roaring Moon,Flutter Mane,Arcanine,Glimmora,Tornadus,Meowscarada,Dondozo,Tatsugiri,Flutter Mane,Glimmora
1,Roaring Moon,Flutter Mane,Dragonite,Chien,Armarouge,Indeedee,Dondozo,Tatsugiri,Volcarona,Kingambit,Iron Hands,Sinistcha
1,Gyarados,Sinistcha,Chi,Baxcalibur,Flutter Mane,Iron Hands,Flutter Mane,Chi,Arcanine,Tornadus,Brambleghast,Gastrodon
2,Ogerpon,Basculegion,Tornadus,Kingambit,Ursaluna,Munkidori,Cresselia,Jolteon,Salamence,Meowscarada,Heatran,Iron Treads
1,Shiftry,Tornadus,Flutter Mane,Chi,Urshifu,Scizor,Rillaboom,Farigiraf,Chien,Urshifu,Ursaluna,Arcanine
2,Ursaluna,Torkoal,Flutter Mane,Oranguru,Iron Hands,Lilligant,Ursaluna,Chien,Armarouge,Sneasler,Indeedee,Ogerpon
1,Ogerpon,Volcarona,Flutter Mane,Landorus,Tyranitar,Empoleon,Dragonite,Roaring Moon,Flutter Mane,Annihilape,Armarouge,Indeedee
2,Rillaboom,Arcanine,Ogerpon,Urshifu,Chien,Flutter Mane,Urshifu,Arcanine,Tornadus,Rillaboom,Flutter Mane,Ogerpon
1,Annihilape,Rillaboom,Arcanine,Ninetales,Ogerpon,Iron Bundle,Roaring Moon,Goodra,Grimmsnarl,Ogerpon,Landorus,Sinistcha
2,Cresselia,Fezandipiti,Hariyama,Overqwil,Heatran,Urshifu,Grimmsnarl,Hatterene,Farigiraf,Heatran,Rillaboom,Iron Hands
2,Urshifu,Landorus,Ogerpon,Thundurus,Rillaboom,Iron Hands,Roaring Moon,Weezing,Iron Hands,Landorus,Ogerpon,Flutter Mane
2,Ninetales,Iron Bundle,Sinistcha,Chandelure,Roaring Moon,Kingambit,Chi,Flutter Mane,Ogerpon,Landorus,Iron Hands,Kingambit
1,Arcanine,Ogerpon,Tornadus,Heatran,Landorus,Rillaboom,Amoonguss,Chien,Iron Hands,Ogerpon,Flutter Mane,Landorus
2,Grimmsnarl,Annihilape,Sinistcha,Arcanine,Azumarill,Chien,Iron Hands,Landorus,Rillaboom,Flutter Mane,Chi,Iron Bundle
1,Roaring Moon,Ninetales,Sandy Shocks,Rillaboom,Flutter Mane,Ogerpon,Ogerpon,Annihilape,Farigiraf,Oranguru,Torkoal,Rillaboom
1,Farigiraf,Iron Hands,Milotic,Roaring Moon,Sinistcha,Arcanine,Armarouge,Indeedee,Sneasler,Landorus,Torkoal,Gallade
2,Illumise,Chien,Iron Hands,Landorus,Ogerpon,Flutter Mane,Landorus,Ogerpon,Gholdengo,Arcanine,Sinistcha,Grimmsnarl
2,Roaring Moon,Ogerpon,Landorus,Iron Hands,Chi,Flutter Mane,Illumise,Chien,Iron Hands,Landorus,Ogerpon,Flutter Mane
1,Sneasler,Urshifu,Chien,Arcanine,Flutter Mane,Rillaboom,Dragonite,Chien,Dondozo,Tatsugiri,Glimmora,Rillaboom
2,Tyranitar,Fezandipiti,Ogerpon,Indeedee,Arcanine,Sinistcha,Mamoswine,Ninetales,Arcanine,Enamorus,Ogerpon,Roaring Moon
2,Snorlax,Sinistcha,Rillaboom,Ursaluna,Slowking,Hatterene,Torkoal,Roaring Moon,Gastrodon,Mabosstiff,Bellibolt,Charjabug
2,Rillaboom,Heatran,Iron Hands,Ogerpon,Landorus,Iron Bundle,Roaring Moon,Basculegion,Baxcalibur,Ninetales,Farigiraf,Heatran
1,Cresselia,Flutter Mane,Iron Hands,Ursaluna,Sinistcha,Heatran,Heatran,Landorus,Iron Hands,Rillaboom,Chien,Dragapult
2,Murkrow,Enamorus,Tatsugiri,Gastrodon,Sableye,Breloom,Moltres,Arcanine,Munkidori,Sinistcha,Grimmsnarl,Milotic
2,Iron Hands,Urshifu,Gholdengo,Ogerpon,Landorus,Regieleki,Kommo,Clefairy,Hariyama,Arcanine,Talonflame,Spectrier
1,Mamoswine,Ninetales,Arcanine,Enamorus,Ogerpon,Roaring Moon,Grafaiai,Cresselia,Urshifu,Flutter Mane,Chi,Ursaluna
1,Okidogi,Mightyena,Sinistcha,Iron Bundle,Enamorus,Zapdos,Grafaiai,Cresselia,Urshifu,Flutter Mane,Chi,Ursaluna
1,Sableye,Iron Hands,Roaring Moon,Heatran,Ogerpon,Ninetales,Fezandipiti,Rillaboom,Chi,Gholdengo,Farigiraf,Dragonite
2,Sableye,Iron Hands,Roaring Moon,Heatran,Ogerpon,Ninetales,Fezandipiti,Rillaboom,Chi,Gholdengo,Farigiraf,Dragonite
1,Sableye,Iron Hands,Roaring Moon,Heatran,Ogerpon,Ninetales,Fezandipiti,Rillaboom,Chi,Gholdengo,Farigiraf,Dragonite
1,Rillaboom,Heatran,Iron Hands,Ogerpon,Landorus,Iron Bundle,Ogerpon,Tornadus,Kingambit,Ursaluna,Wyrdeer,Iron Moth
2,Ninetales,Frosmoth,Urshifu,Iron Hands,Sinistcha,Gyarados,Grimmsnarl,Gholdengo,Gyarados,Iron Hands,Flutter Mane,Iron Moth
2,Persian,Oinkologne,Maushold,Dunsparce,Eevee,Stantler,Ninetales,Baxcalibur,Iron Hands,Heatran,Sinistcha,Landorus
2,Tornadus,Gothitelle,Cresselia,Snorlax,Honchkrow,Sinistcha,Clefairy,Iron Hands,Gholdengo,Roaring Moon,Amoonguss,Ogerpon
2,Talonflame,Rillaboom,Heatran,Iron Bundle,Ninetales,Landorus,Sinistcha,Sableye,Arcanine,Lurantis,Cresselia,Pelipper
2,Urshifu,Arcanine,Gholdengo,Pelipper,Amoonguss,Goodra,Zoroark,Grimmsnarl,Magnezone,Arcanine,Annihilape,Ogerpon
2,Tornadus,Roaring Moon,Iron Moth,Great Tusk,Ogerpon,Empoleon,Ogerpon,Landorus,Chien,Empoleon,Dusclops,Torkoal
1,Armarouge,Iron Bundle,Indeedee,Iron Hands,Tornadus,Ogerpon,Rillaboom,Heatran,Iron Hands,Ogerpon,Landorus,Iron Bundle
2,Milotic,Scizor,Luxray,Garchomp,Moltres,Ninetales,Iron Valiant,Regieleki,Milotic,Gholdengo,Salamence,Sneasler
2,Tornadus,Gothitelle,Cresselia,Snorlax,Honchkrow,Sinistcha,Farigiraf,Tornadus,Regidrago,Iron Hands,Flutter Mane,Scizor
1,Sinistcha,Sableye,Arcanine,Lurantis,Cresselia,Pelipper,Gholdengo,Klefki,Bronzong,Kingambit,Corviknight,Goodra
1,Urshifu,Farigiraf,Clefairy,Ogerpon,Ursaluna,Okidogi,Flutter Mane,Arcanine,Rillaboom,Milotic,Iron Hands,Cresselia
1,Urshifu,Farigiraf,Clefairy,Ogerpon,Ursaluna,Okidogi,Flutter Mane,Arcanine,Rillaboom,Milotic,Iron Hands,Cresselia
1,Rillaboom,Heatran,Iron Hands,Ogerpon,Landorus,Iron Bundle,Krookodile,Sneasler,Rillaboom,Illumise,Armarouge,Indeedee
1,Ninetales,Baxcalibur,Iron Hands,Heatran,Sinistcha,Landorus,Sneasler,Rillaboom,Decidueye,Ninetales,Gholdengo,Chi
2,Kommo,Noivern,Maushold,Annihilape,Clefairy,Sinistcha,Tyranitar,Iron Hands,Empoleon,Vikavolt,Sinistcha,Gallade
2,Urshifu,Farigiraf,Clefairy,Ogerpon,Ursaluna,Okidogi,Flutter Mane,Arcanine,Rillaboom,Milotic,Iron Hands,Cresselia
2,Hatterene,Ursaluna,Iron Hands,Flutter Mane,Skeledirge,Sinistcha,Urshifu,Regidrago,Tornadus,Rillaboom,Arcanine,Gholdengo
2,Great Tusk,Dragalge,Amoonguss,Chi,Torkoal,Talonflame,Sinistcha,Sableye,Arcanine,Lurantis,Cresselia,Iron Bundle
1,Iron Hands,Urshifu,Arcanine,Flutter Mane,Ogerpon,Tornadus,Tornadus,Iron Hands,Arcanine,Urshifu,Regidrago,Shiftry
2,Iron Hands,Urshifu,Arcanine,Flutter Mane,Ogerpon,Tornadus,Iron Thorns,Chien,Ogerpon,Heatran,Dragonite,Tornadus
2,Weezing,Roaring Moon,Gholdengo,Gyarados,Toedscruel,Arcanine,Urshifu,Moltres,Regieleki,Heatran,Rillaboom,Landorus
2,Typhlosion,Illumise,Baxcalibur,Amoonguss,Great Tusk,Urshifu,Flutter Mane,Chi,Ogerpon,Roaring Moon,Clefairy,Moltres
2,Chi,Chandelure,Victreebel,Uxie,Orthworm,Krookodile,Pelipper,Zapdos,Chien,Urshifu,Quagsire,Ludicolo
1,Chi,Chandelure,Victreebel,Uxie,Orthworm,Krookodile,Pelipper,Zapdos,Chien,Urshifu,Quagsire,Ludicolo
2,Chi,Chandelure,Victreebel,Uxie,Orthworm,Krookodile,Pelipper,Zapdos,Chien,Urshifu,Quagsire,Ludicolo
2,Empoleon,Sinistcha,Urshifu,Arcanine,Iron Hands,Cresselia,Gliscor,Sinistcha,Urshifu,Ogerpon,Flutter Mane,Pachirisu
1,Dragapult,Thundurus,Shiftry,Meowscarada,Tauros,Cryogonal,Ogerpon,Iron Hands,Urshifu,Arcanine,Tornadus,Brambleghast
1,Flutter Mane,Iron Hands,Gholdengo,Urshifu,Salamence,Pelipper,Regieleki,Sneasler,Rillaboom,Urshifu,Landorus,Moltres
1,Flutter Mane,Chi,Ogerpon,Roaring Moon,Clefairy,Moltres,Brute Bonnet,Dragapult,Heatran,Farigiraf,Rillaboom,Milotic
2,Hydreigon,Staraptor,Scizor,Flutter Mane,Amoonguss,Weavile,Ninetales,Baxcalibur,Iron Hands,Heatran,Sinistcha,Landorus
2,Ogerpon,Maushold,Iron Jugulis,Ursaluna,Iron Hands,Meowscarada,Rillaboom,Iron Hands,Dragonite,Chien,Sneasler,Landorus
2,Kommo,Landorus,Iron Hands,Clefairy,Sinistcha,Snorlax,Kingambit,Chien,Amoonguss,Urshifu,Dragonite,Ogerpon
2,Braviary,Pelipper,Tsareena,Basculegion,Greninja,Delphox,Iron Bundle,Gholdengo,Breloom,Volcarona,Umbreon,Hawlucha
2,Braviary,Pelipper,Tsareena,Basculegion,Greninja,Delphox,Iron Bundle,Gholdengo,Breloom,Volcarona,Umbreon,Hawlucha
1,Tornadus,Arcanine,Iron Hands,Gholdengo,Urshifu,Ogerpon,Chien,Urshifu,Rillaboom,Clefairy,Ogerpon,Heatran
2,Chien,Rillaboom,Arcanine,Urshifu,Tornadus,Flutter Mane,Ninetales,Heatran,Landorus,Baxcalibur,Ogerpon,Iron Hands
1,Urshifu,Landorus,Heatran,Ogerpon,Tornadus,Flutter Mane,Scizor,Thundurus,Landorus,Amoonguss,Dondozo,Tatsugiri
1,Iron Bundle,Kingambit,Landorus,Rillaboom,Cresselia,Heatran,Milotic,Arcanine,Iron Hands,Chien,Gholdengo,Sinistcha
1,Tornadus,Flutter Mane,Landorus,Urshifu,Ogerpon,Regieleki,Tornadus,Arcanine,Flutter Mane,Urshifu,Shiftry,Okidogi
2,Urshifu,Ursaluna,Flutter Mane,Tornadus,Ogerpon,Farigiraf,Annihilape,Rillaboom,Arcanine,Ninetales,Ogerpon,Iron Bundle
2,Sinistcha,Heatran,Ursaluna,Iron Hands,Gyarados,Clefairy,Flutter Mane,Iron Hands,Cresselia,Ogerpon,Ursaluna,Torkoal
1,Oranguru,Ogerpon,Iron Hands,Ursaluna,Lilligant,Torkoal,Arcanine,Tornadus,Flutter Mane,Dondozo,Tatsugiri,Urshifu
2,Talonflame,Scream Tail,Kingambit,Annihilape,Maushold,Flutter Mane,Landorus,Iron Hands,Ogerpon,Rillaboom,Iron Bundle,Heatran
1,Tornadus,Chi,Sinistcha,Iron Hands,Ogerpon,Flutter Mane,Iron Hands,Ninetales,Iron Bundle,Gastrodon,Ogerpon,Landorus
2,Volcarona,Iron Hands,Kingambit,Flutter Mane,Ogerpon,Salamence,Sinistcha,Moltres,Grimmsnarl,Munkidori,Iron Hands,Landorus
1,Farigiraf,Tyranitar,Goodra,Torkoal,Lilligant,Pachirisu,Flutter Mane,Kommo,Arcanine,Iron Hands,Iron Bundle,Rillaboom
2,Gyarados,Volcarona,Iron Bundle,Sinistcha,Ninetales,Iron Hands,Rillaboom,Ogerpon,Torkoal,Flutter Mane,Kommo,Thundurus
1,Dondozo,Tatsugiri,Golem,Flamigo,Ting,Flutter Mane,Tornadus,Dondozo,Tatsugiri,Armarouge,Indeedee,Ogerpon
1,Mimikyu,Pelipper,Rillaboom,Gholdengo,Urshifu,Roaring Moon,Tornadus,Flutter Mane,Roaring Moon,Iron Hands,Landorus,Milotic
